P15_Relax_23;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P03_World_10;tense;816c9429-e57b-b4e6-7560-bffc7778431b

P05_IT_14;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P18_Relax_21;tense;49e4c060-b183-7836-47da-dae061d5ab82
P17_Relax_13;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P09_World_7;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P09_Relax_20;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P10_World_15;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P03_World_16;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P13_World_14;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P04_Relax_21;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P10_Nun_13;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P15_IT_3;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P11_Nun_12;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P11_World_2;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P20_Nun_10;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P08_Relax_20;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P07_Nun_10;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P04_Nun_4;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P11_IT_15;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P19_World_9;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P08_World_6;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P12_Relax_29;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P20_Nun_13;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P17_Relax_20;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P21_Nun_2;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P18_World_8;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P14_Relax_19;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P05_Nun_13;tense;816c9429-e57b-b4e6-7560-bffc7778431b
P05_World_13;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P12_Relax_2;relax;816c9429-e57b-b4e6-7560-bffc7778431b
P16_IT_4;tense;122b2b45-e296-ecd7-3609-ef88d6c54c7e
P03_Nun_10;relax;122b2b45-e296-ecd7-3609-ef88d6c54c7e
P06_IT_9;relax;122b2b45-e296-ecd7-3609-ef88d6c54c7e
P21_Relax_3;none;122b2b45-e296-ecd7-3609-ef88d6c54c7e
P14_Nun_6;relax;122b2b45-e296-ecd7-3609-ef88d6c54c7e
P11_Relax_20;tense;122b2b45-e296-ecd7-3609-ef88d6c54c7e
P17_Relax_2;tense;122b2b45-e296-ecd7-3609-ef88d6c54c7e
P04_Nun_10;tense;122b2b45-e296-ecd7-3609-ef88d6c54c7e
P11_Relax_11;tense;122b2b45-e296-ecd7-3609-ef88d6c54c7e
P11_IT_2;tense;122b2b45-e296-ecd7-3609-ef88d6c54c7e
P06_IT_18;relax;122b2b45-e296-ecd7-3609-ef88d6c54c7e
P14_World_4;tense;b40a056c-e051-c3f0-7047-07d5ec6601d5
P21_Relax_10;relax;b40a056c-e051-c3f0-7047-07d5ec6601d5
P01_Nun_13;tense;b40a056c-e051-c3f0-7047-07d5ec6601d5
P09_Nun_16;none;ce89a3ac-481e-c24e-d3bf-8ed7587f0d92
P06_World_8;relax;ce89a3ac-481e-c24e-d3bf-8ed7587f0d92
P15_Relax_2;tense;ce89a3ac-481e-c24e-d3bf-8ed7587f0d92
P14_IT_6;tense;ce89a3ac-481e-c24e-d3bf-8ed7587f0d92
P09_World_4;relax;ce89a3ac-481e-c24e-d3bf-8ed7587f0d92
P11_World_13;tense;ce89a3ac-481e-c24e-d3bf-8ed7587f0d92
P03_IT_5;tense;ce89a3ac-481e-c24e-d3bf-8ed7587f0d92
P19_Relax_5;none;ce89a3ac-481e-c24e-d3bf-8ed7587f0d92
P18_IT_10;tense;7a71332d-9fca-dd53-67d2-42cbb20f8b12
P17_IT_25;relax;7a71332d-9fca-dd53-67d2-42cbb20f8b12
P18_Relax_6;tense;7a71332d-9fca-dd53-67d2-42cbb20f8b12
P19_Relax_4;relax;7a71332d-9fca-dd53-67d2-42cbb20f8b12
P05_Nun_8;tense;95628ca3-b0fc-2d9d-375c-2594a815fa01
